ApplNo,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
70455,1,CAPSULE;ORAL,30MG,3,,0,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
70456,1,TABLET;ORAL,2MG,3,,0,DIAZEPAM,DIAZEPAM
70457,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70458,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70459,1,TABLET;ORAL,0.3MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70460,1,TABLET;ORAL,0.2MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70461,1,TABLET;ORAL,0.1MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70462,1,TABLET;ORAL,2MG,3,,0,DIAZEPAM,DIAZEPAM
70463,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70464,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70466,1,TABLET;ORAL,100MG,3,,0,ALLOPURINOL,ALLOPURINOL
70467,1,TABLET;ORAL,300MG,3,,0,ALLOPURINOL,ALLOPURINOL
70468,1,TABLET;ORAL,120MG,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70469,1,TABLET;ORAL,400MG,3,,0,IBUPROHM,IBUPROFEN
70470,1,CAPSULE;ORAL,EQ 100MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70471,1,CAPSULE;ORAL,EQ 150MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70472,1,TABLET;ORAL,0.5MG,3,,0,LORAZEPAM,LORAZEPAM
70473,1,TABLET;ORAL,1MG,3,,0,LORAZEPAM,LORAZEPAM
70474,1,TABLET;ORAL,2MG,3,,0,LORAZEPAM,LORAZEPAM
70475,1,TABLET;ORAL,200MG,3,,0,MEDIPREN,IBUPROFEN
70476,1,TABLET;ORAL,600MG,3,,0,IBUPROFEN,IBUPROFEN
70477,1,TABLET;ORAL,EQ 12.5MG BASE;5MG,3,,0,CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE
70478,1,TABLET;ORAL,EQ 25MG BASE;10MG,3,,0,CHLORDIAZEPOXIDE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE
70480,1,INJECTABLE;INJECTION,EQ 50MG BASE/VIAL,3,,0,LEUCOVORIN CALCIUM,LEUCOVORIN CALCIUM
70481,1,TABLET;ORAL,200MG,2,,0,IBUPROFEN,IBUPROFEN
70482,1,TABLET;ORAL,80MG,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70483,1,TABLET;ORAL,120MG,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70484,1,LOTION;TOPICAL,EQ 0.1% BASE,3,,0,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE
70485,1,CREAM;TOPICAL,EQ 0.1% BASE,3,,0,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE
70486,1,OINTMENT;TOPICAL,EQ 0.1% BASE,3,,0,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE
70487,1,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
70488,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
70489,1,CAPSULE;ORAL,15MG,3,,0,TEMAZEPAM,TEMAZEPAM
70490,1,CAPSULE;ORAL,30MG,3,,0,TEMAZEPAM,TEMAZEPAM
70491,1,TABLET;ORAL,50MG,3,,0,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE
70492,1,TABLET;ORAL,100MG,3,,0,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE
70493,1,TABLET;ORAL,200MG,3,,0,IBUPROFEN,IBUPROFEN
70494,1,TABLET;ORAL,100MG,3,,0,TRIMETHOPRIM,TRIMETHOPRIM
70495,1,TABLET;ORAL,200MG,3,,0,TRIMETHOPRIM,TRIMETHOPRIM
70496,1,INJECTABLE;INJECTION,0.4MG/ML,3,,0,NALOXONE,NALOXONE HYDROCHLORIDE
70497,1,SYRUP;ORAL,12.5MG/5ML,3,,0,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE
70505,1,INJECTABLE;INJECTION,EQ 5MG BASE/ML,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70506,1,INJECTABLE;INJECTION,EQ 5MG BASE/ML,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70511,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70513,1,TABLET;ORAL,100MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70514,1,TABLET;ORAL,250MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70515,1,TABLET;ORAL,500MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70516,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70517,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70518,1,TABLET;ORAL,40MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70519,1,TABLET;ORAL,60MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70520,1,TABLET;ORAL,80MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70521,1,TABLET;ORAL,90MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70522,1,INJECTABLE;INJECTION,250MG/ML,3,,0,AMINOCAPROIC ACID,AMINOCAPROIC ACID
70524,1,SYRUP;ORAL,12.5MG/5ML,3,,0,VICKS FORMULA 44,DIPHENHYDRAMINE HYDROCHLORIDE
70528,1,TABLET;ORAL,80MG,3,,0,FUROSEMIDE,FUROSEMIDE
70529,1,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
70530,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
70531,1,CAPSULE;ORAL,500MG,3,,0,CLOFIBRATE,CLOFIBRATE
70533,1,CONCENTRATE;ORAL,5MG/ML,3,,0,PROLIXIN,FLUPHENAZINE HYDROCHLORIDE
70535,1,TABLET;ORAL,125MG,3,,0,METHYLDOPA,METHYLDOPA
70536,1,TABLET;ORAL,250MG,3,,0,METHYLDOPA,METHYLDOPA
70537,1,TABLET;ORAL,500MG,3,,0,METHYLDOPA,METHYLDOPA
70539,1,TABLET;ORAL,1MG,3,,0,LORAZEPAM,LORAZEPAM
70540,1,TABLET;ORAL,2MG,3,,0,LORAZEPAM,LORAZEPAM
70541,1,TABLET;ORAL,200MG,1,AB,0,EPITOL,CARBAMAZEPINE
70543,1,TABLET;ORAL,30MG;500MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70544,1,TABLET;ORAL,50MG;500MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70545,1,INJECTABLE;INJECTION,50MG/ML,3,,0,BRETYLIUM TOSYLATE,BRETYLIUM TOSYLATE
70546,1,INJECTABLE;INJECTION,50MG/ML,3,,0,BRETYLIUM TOSYLATE,BRETYLIUM TOSYLATE
70547,1,CAPSULE;ORAL,30MG,3,,0,TEMAZ,TEMAZEPAM
70548,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70549,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70550,1,TABLET;ORAL,40MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70551,1,TABLET;ORAL,80MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70552,1,INJECTABLE;INJECTION,0.25%,1,AP,0,SENSORCAINE,BUPIVACAINE HYDROCHLORIDE
70553,1,INJECTABLE;INJECTION,0.50%,1,AP,0,SENSORCAINE,BUPIVACAINE HYDROCHLORIDE
70554,1,INJECTABLE;INJECTION,0.75%,1,AP,0,SENSORCAINE,BUPIVACAINE HYDROCHLORIDE
70556,1,TABLET;ORAL,600MG,3,,0,IBUPROFEN,IBUPROFEN
70558,1,INJECTABLE;INJECTION,40MG/ML,3,,0,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
70559,1,INJECTABLE;INJECTION,80MG/ML,3,,0,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
70562,1,CAPSULE;ORAL,15MG,3,,0,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
70563,1,CAPSULE;ORAL,30MG,3,,0,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
70564,1,CAPSULE;ORAL,15MG,3,,0,TEMAZ,TEMAZEPAM
70565,1,TABLET;ORAL,10MG;2MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70566,1,INJECTABLE;INJECTION,50MG/VIAL,3,,0,NITROPRESS,SODIUM NITROPRUSSIDE
70574,1,TABLET;ORAL,50MG;4MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70575,1,"SOLUTION;INHALATION, ORAL",10%,3,,0,MUCOSIL-10,ACETYLCYSTEINE
70576,1,"SOLUTION;INHALATION, ORAL",20%,3,,0,MUCOSIL-20,ACETYLCYSTEINE
70577,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70578,1,INJECTABLE;INJECTION,10MG/ML,3,,0,FUROSEMIDE,FUROSEMIDE
70579,1,TABLET;ORAL,100MG,3,,0,ALLOPURINOL,ALLOPURINOL
70580,1,TABLET;ORAL,300MG,3,,0,ALLOPURINOL,ALLOPURINOL
70581,1,TABLET;ORAL,EQ 10MG BASE,1,AB,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70583,1,INJECTABLE;INJECTION,0.25%,1,AP,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70584,1,INJECTABLE;INJECTION,0.50%,1,AP,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70585,1,INJECTABLE;INJECTION,0.75%,1,AP,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70586,1,INJECTABLE;INJECTION,0.25%,1,AP,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70587,1,INJECTABLE;INJECTION,0.75%,3,,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70589,1,CAPSULE;ORAL,100MG,1,AB,0,AMANTADINE HYDROCHLORIDE,AMANTADINE HYDROCHLORIDE
70590,1,INJECTABLE;INJECTION,0.25%,1,AP,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70591,1,TABLET;ORAL,200MG,3,,0,MIDOL,IBUPROFEN
70592,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
70593,1,TABLET;ORAL,500MG,3,,0,METRONIDAZOLE,METRONIDAZOLE
70595,1,TABLET;ORAL,25MG;4MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70597,1,INJECTABLE;INJECTION,0.50%,1,AP,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70598,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70600,1,CAPSULE;ORAL,1MG,3,,0,THIOTHIXENE,THIOTHIXENE
70601,1,CAPSULE;ORAL,2MG,3,,0,THIOTHIXENE,THIOTHIXENE
70602,1,CAPSULE;ORAL,5MG,3,,0,THIOTHIXENE,THIOTHIXENE
70603,1,CAPSULE;ORAL,10MG,3,,0,THIOTHIXENE,THIOTHIXENE
70604,1,INJECTABLE;INJECTION,10MG/ML,3,,0,FUROSEMIDE,FUROSEMIDE
70607,1,SUPPOSITORY;RECTAL,120MG,2,,0,ACETAMINOPHEN,ACETAMINOPHEN
70608,1,SUPPOSITORY;RECTAL,650MG,2,,0,ACETAMINOPHEN,ACETAMINOPHEN
70609,1,INJECTABLE;INJECTION,0.50%,1,AP,0,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE
70612,1,TABLET;ORAL,25MG;250MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70613,1,TABLET;ORAL,30MG;500MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70614,1,TABLET;ORAL,50MG;500MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70615,1,TABLET;ORAL,650MG;100MG,3,,0,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
70616,1,TABLET;ORAL,15MG;250MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70617,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70618,1,"TABLET, EXTENDED RELEASE;ORAL",8MEQ,3,,0,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE
70620,1,TABLET;ORAL,10MG;4MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70621,1,TABLET;ORAL,25MG;2MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70622,1,INJECTABLE;INJECTION,EQ 10MG BASE/2ML,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70623,1,INJECTABLE;INJECTION,EQ 5MG BASE/ML,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70624,1,CAPSULE;ORAL,50MG,1,AB,1,INDOMETHACIN,INDOMETHACIN
70625,1,TABLET;ORAL,500MG,1,AB,0,METHYLDOPA,METHYLDOPA
70626,1,CAPSULE;ORAL,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**,3,,0,MIDOL,IBUPROFEN
70627,1,INJECTABLE;INJECTION,80MG/ML;16MG/ML,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
70628,1,INJECTABLE;INJECTION,80MG/ML;16MG/ML,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
70629,1,TABLET;ORAL,400MG,3,,0,IBUPROFEN,IBUPROFEN
70630,1,TABLET;ORAL,600MG,3,,0,IBUPROFEN,IBUPROFEN
70631,1,CAPSULE;ORAL,250MG,3,,0,VALPROIC ACID,VALPROIC ACID
70632,1,TABLET;ORAL,EQ 10MG BASE,3,,0,"CLOPRA-""""YELLOW""""",METOCLOPRAMIDE HYDROCHLORIDE
70633,1,INJECTABLE;INJECTION,5MG/ML,3,,0,NITROGLYCERIN,NITROGLYCERIN
70634,1,INJECTABLE;INJECTION,5MG/ML,3,,0,NITROGLYCERIN,NITROGLYCERIN
70635,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
70636,1,INJECTABLE;INJECTION,EQ 0.05MG BASE/ML,3,,0,FENTANYL CITRATE,FENTANYL CITRATE
70637,1,INJECTABLE;INJECTION,EQ 0.05MG BASE/ML,3,,0,FENTANYL CITRATE,FENTANYL CITRATE
70639,1,INJECTABLE;INJECTION,0.4MG/ML,1,AP,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70640,1,CAPSULE;ORAL,15MG,3,,0,ZAXOPAM,OXAZEPAM
70641,1,CAPSULE;ORAL,30MG,3,,0,ZAXOPAM,OXAZEPAM
70645,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70646,1,TABLET;ORAL,20MG,3,,0,MEGESTROL ACETATE,MEGESTROL ACETATE
70647,1,TABLET;ORAL,40MG,3,,0,MEGESTROL ACETATE,MEGESTROL ACETATE
70648,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70649,1,INJECTABLE;INJECTION,0.4MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70650,1,CAPSULE;ORAL,10MG,3,,0,ZAXOPAM,OXAZEPAM
70651,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
70652,1,INJECTABLE;INJECTION,50MG/ML,3,,0,METHYLDOPATE HYDROCHLORIDE,METHYLDOPATE HYDROCHLORIDE
70654,1,TABLET;ORAL,250MG;250MG,3,,0,METHYLDOPA AND CHLOROTHIAZIDE,CHLOROTHIAZIDE; METHYLDOPA
70655,1,SOLUTION;ORAL,10MG/ML,1,AA,0,FUROSEMIDE,FUROSEMIDE
70656,1,INJECTABLE;INJECTION,40MG/ML,3,,0,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
70657,1,INJECTABLE;INJECTION,80MG/ML,3,,0,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
70659,1,TABLET;ORAL,0.3MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70660,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70661,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70662,1,INJECTABLE;INJECTION,5MG/ML,3,,0,DIAZEPAM,DIAZEPAM
70663,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70664,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70665,1,TABLET;ORAL,40MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70666,1,TABLET;ORAL,60MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70667,1,TABLET;ORAL,80MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70669,1,TABLET;ORAL,250MG,3,,0,METHYLDOPA,METHYLDOPA
70670,1,TABLET;ORAL,500MG,3,,0,METHYLDOPA,METHYLDOPA
70671,1,Injectable; Injection,EQ 10MG BASE/2ML,3,,0,METOCLOPRAMIDE HCL,METOCLOPRAMIDE HYDROCHLORIDE
70672,1,Injectable; Injection,2.5MG/ML,3,,0,VERAPAMIL HCL,VERAPAMIL HYDROCHLORIDE
70673,1,CAPSULE;ORAL,25MG,1,AB,0,INDOMETHACIN,INDOMETHACIN
70674,1,CAPSULE;ORAL,50MG,1,AB,0,INDOMETHACIN,INDOMETHACIN
70675,1,TABLET;ORAL,0.5MG,3,,0,LORAZEPAM,LORAZEPAM
70676,1,TABLET;ORAL,1MG,3,,0,LORAZEPAM,LORAZEPAM
70677,1,TABLET;ORAL,2MG,3,,0,LORAZEPAM,LORAZEPAM
70678,1,Injectable; Injection,0.02MG/ML,3,,0,NALOXONE HCL,NALOXONE HYDROCHLORIDE
70679,1,Injectable; Injection,0.4MG/ML,3,,0,NALOXONE HCL,NALOXONE HYDROCHLORIDE
70680,1,Injectable; Injection,1MG/ML,3,,0,NALOXONE HCL,NALOXONE HYDROCHLORIDE
70683,1,TABLET;ORAL,15MG,3,,0,OXAZEPAM,OXAZEPAM
70684,1,TABLET;ORAL-21,0.035MG;0.5MG,3,,0,NORETHINDRONE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORETHINDRONE
70685,1,TABLET;ORAL-21,0.035MG;1MG,3,,0,NORETHINDRONE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORETHINDRONE
70686,1,TABLET;ORAL-28,0.035MG;0.5MG,1,AB,0,NORETHINDRONE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORETHINDRONE
70687,1,TABLET;ORAL-28,0.035MG;1MG,1,AB,0,NORETHINDRONE AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; NORETHINDRONE
70688,1,TABLET;ORAL,25MG;250MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70689,1,TABLET;ORAL,50MG;500MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70690,1,SOLUTION;ORAL,40MG/5ML,1,,1,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70691,1,INJECTABLE;INJECTION,50MG/ML,3,,0,METHYLDOPATE HYDROCHLORIDE,METHYLDOPATE HYDROCHLORIDE
70692,1,Injectable; Injection,10MG/ML,3,,0,NALBUPHINE,NALBUPHINE HYDROCHLORIDE
70693,1,Injectable; Injection,20MG/ML,3,,0,NALBUPHINE,NALBUPHINE HYDROCHLORIDE
70694,1,Injectable; Injection,250MG/ML,3,,0,AMINOCAPROIC ACID,AMINOCAPROIC ACID
70695,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70696,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70697,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70698,1,INJECTABLE;INJECTION,50MG/ML,3,,0,METHYLDOPATE HYDROCHLORIDE,METHYLDOPATE HYDROCHLORIDE
70699,1,INJECTABLE;INJECTION,50MG/ML,3,,0,METHYLDOPATE HYDROCHLORIDE,METHYLDOPATE HYDROCHLORIDE
70700,1,Injectable; Injection,10MG/ML,3,,0,RITODRINE HCL,RITODRINE HYDROCHLORIDE
70701,1,Injectable; Injection,15MG/ML,3,,0,RITODRINE HCL,RITODRINE HYDROCHLORIDE
70702,1,TABLET;ORAL,0.2MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70703,1,TABLET;ORAL,250MG,3,,0,METHYLDOPA,METHYLDOPA
70704,1,TABLET;ORAL,25MG;40MG,3,,0,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
70705,1,TABLET;ORAL,25MG;80MG,3,,0,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
70706,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70707,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70709,1,TABLET;ORAL,600MG,3,,0,IBUPROFEN,IBUPROFEN
70710,1,CONCENTRATE;ORAL,EQ 2MG BASE/ML,3,,0,HALOPERIDOL,HALOPERIDOL LACTATE
70713,1,INJECTABLE;INJECTION,EQ 5MG BASE/ML,3,,0,HALOPERIDOL,HALOPERIDOL LACTATE
70714,1,INJECTABLE;INJECTION,EQ 5MG BASE/ML,3,,0,HALOPERIDOL,HALOPERIDOL LACTATE
70719,1,CAPSULE;ORAL,25MG,1,AB,0,INDOMETHACIN,INDOMETHACIN
70720,1,TABLET;ORAL,0.5MG,3,,0,HALOPERIDOL,HALOPERIDOL
70721,1,TABLET;ORAL,1MG,3,,0,HALOPERIDOL,HALOPERIDOL
70722,1,TABLET;ORAL,2MG,3,,0,HALOPERIDOL,HALOPERIDOL
70723,1,TABLET;ORAL,5MG,3,,0,HALOPERIDOL,HALOPERIDOL
70724,1,TABLET;ORAL,10MG,3,,0,HALOPERIDOL,HALOPERIDOL
70725,1,TABLET;ORAL,20MG,3,,0,HALOPERIDOL,HALOPERIDOL
70726,1,CONCENTRATE;ORAL,EQ 2MG BASE/ML,3,,0,HALOPERIDOL,HALOPERIDOL LACTATE
70727,1,TABLET;ORAL,0.5MG,3,,0,LORAZEPAM,LORAZEPAM
70728,1,TABLET;ORAL,1MG,3,,0,LORAZEPAM,LORAZEPAM
70729,1,TABLET;ORAL,2MG,3,,0,LORAZEPAM,LORAZEPAM
70730,1,PASTE;DENTAL,0.10%,1,AT,1,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE
70731,1,TABLET;ORAL,500MG,3,,0,SATRIC,METRONIDAZOLE
70732,1,TABLET;ORAL,650MG;100MG,3,,0,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
70733,1,TABLET;ORAL,200MG,3,,0,IBUPROFEN,IBUPROFEN
70734,1,TABLET;ORAL,300MG,3,,0,IBUPROFEN,IBUPROFEN
70735,1,TABLET;ORAL,400MG,3,,0,IBUPROFEN,IBUPROFEN
70736,1,TABLET;ORAL,600MG,3,,0,IBUPROFEN,IBUPROFEN
70737,1,SOLUTION;INTRAVENOUS,5MG/2ML (2.5MG/ML),1,AP,1,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70737,2,SOLUTION;INTRAVENOUS,10MG/4ML (2.5MG/ML),1,AP,1,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70738,1,SOLUTION;INTRAVENOUS,10MG/4ML (2.5MG/ML),1,AP,1,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70739,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70740,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
